sku,name,imgurl,category,description
A07800S,Полироль для приборной панели глянцевая 250 мл AVS AVK-622,https://avs-auto.ru/storage/photo/resized/axy_210x210/b/a4n6w1rmisgsgur_3cec05df.jpg,Для салона,Эффективное средство очищает и восстанавливает первоначальный цвет пластика и придает поверхностям ухоженный вид.
A07807S,Зимняя жидкость стеклоомывателя -30°С (ПЭНД) 4 л AVS AVK-404,https://avs-auto.ru/storage/photo/resized/axy_210x210/h/8ap1utjxibcfant_cf2951c2.jpg,"Для стекол, фар и кузова","Быстро и эффективно удаляет снег, лед, грязь, дорожные реагенты, органические и нефтяные загрязнения с лобового, заднего стекол и фар автомобиля при температуре окружающей среды до -30°С."
A40003S,Полироль для приборной панели матовый (аэрозоль) 520 мл AVS AVK-628,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/qwzf21nubzar4gq_5e5fb7ee.jpg,Для салона,Матовый эффект. Прекрасно очищает и обновляет внешний вид приборной панели.
A78378S,Смазка универсальная адгезионная петельная (аэрозоль) 335 мл AVS AVK-141,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/iy37vdte8t2yau2_4c6b700d.jpg,Сервисные средства и смазки,"Высококачественная смазка предназначена для смазывания дверных петель, направляющих откидных крыш, салазок автомобильных сидений, различных шарниров и втулок, а также других узлов и деталей, испытывающих воздействие высокого давления, ударов и вибраций."
A07589S,"Автошампунь для б/к мойки ""Active Foam"" (1:6-9) 5,8 кг AVS EXTRA PF-60",https://avs-auto.ru/storage/photo/resized/axy_210x210/f/5he9nl0lebm2wy9_b0e6503a.jpg,Автошампуни и воск для сушки,"Высококонцентрированное универсальное средство для бесконтактной мойки легковых автомобилей и грузового транспорта. Очищает поверхности от солевых отложений, жирных въевшихся пятен, подтеков, маслянистых загрязнений даже в условиях жесткой воды."
A40007S,Очиститель-кондиционер кожи 5 л AVS AVK-675,https://avs-auto.ru/storage/photo/resized/axy_210x210/d/6o1x97j6fb5v2b9_b614a186.jpg,Для салона,"Очиститель-кондиционер предназначен для глубокой очистки и восстановления кожаной обивки салона автомобиля, мотоцикла, также подходит для использования в быту."
A40006S,Очиститель-кондиционер кожи 1 л AVS AVK-674,https://avs-auto.ru/storage/photo/resized/axy_210x210/a/apmjnya6k9pi7o9_6ac3f195.jpg,Для салона,"Очиститель-кондиционер предназначен для глубокой очистки и восстановления кожаной обивки салона автомобиля, мотоцикла, также подходит для использования в быту."
A78077S,Смазка универсальная силиконовая (аэрозоль) 335 мл AVS AVK-103,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/k00bj025ea4tyiw_e1c1640c.jpg,Сервисные средства и смазки,"Предназначена для ухода за резиновыми уплотнителями дверей, багажника, капота в автомобиле."
A40005S,Очиститель стекол (пенный) (аэрозоль) 520 мл AVS AVK-673,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/7342uiyody04wr4_457f9025.jpg,"Для стекол, фар и кузова",Удаляет дорожную грязь. Не оставляет разводов.
A07832S,"Автошампунь для б/к мойки ""Active Foam"" (двухфазный) (1:7-10) 1 л AVS URBAN PF-70",https://avs-auto.ru/storage/photo/resized/axy_210x210/g/jz92s88fbsalb4r_1c9350a7.jpg,Автошампуни и воск для сушки,"Высококонцентрированное универсальное средство для бесконтактной мойки грузового и легкового транспорта, грузовых прицепов, полуприцепов, и автоцистерн."
A07798S,Очиститель-кондиционер кожи (аэрозоль) 520 мл AVS AVK-667,https://avs-auto.ru/storage/photo/resized/axy_210x210/c/zdkbq0c3g76s873_fa5f6f05.jpg,Для салона,Очищает и восстанавливает. Скрывает мелкие трещины и царапины.
A40004S,Полироль для приборной панели глянцевый (аэрозоль) 520 мл AVS AVK-629,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/lascj63orsx3g8e_a205684f.jpg,Для салона,Глянцевый блеск. Прекрасно очищает и обновляет внешний вид приборной панели.
A07835S,"Автошампунь для б/к мойки ""Active Foam"" (1:9-12) 1 л AVS MAXIMUM PF-90",https://avs-auto.ru/storage/photo/resized/axy_210x210/g/8nktmo6mfo6ap0a_554e6c89.jpg,Автошампуни и воск для сушки,"Высококонцентрированное универсальное средство для бесконтактной мойки грузового и легкового транспорта, грузовых прицепов и полуприцепов, автоцистерн и спецтехники. Очищает поверхности от солевых отложений, органических и неорганических жирных пятен, подтеков и маслянистых загрязнений."
A07821S,Холодный воск (концентрат) 5 л AVS AVK-713,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/0hod0m47tbdlthy_ebe522a5.jpg,Автошампуни и воск для сушки,Превосходно защищает автомобиль от внешних воздействий окружающей среды. Придает поверхности усиленный блеск. Безопасен для любых типов лакокрасочных покрытий.
A07799S,Полироль для приборной панели матовая 250 мл AVS AVK-623,https://avs-auto.ru/storage/photo/resized/axy_210x210/d/259zipckjh8yexm_c30504a0.jpg,Для салона,Эффективное средство очищает и восстанавливает первоначальный цвет пластика и придает поверхностям ухоженный вид.
A07797S,Смазка универсальная силиконовая (аэрозоль) 520 мл AVS AVK-191,https://avs-auto.ru/storage/photo/resized/axy_210x210/h/h4m7ytmjk1xvzb6_2a77b5ef.jpg,Сервисные средства и смазки,"Предназначена для ухода за механическими соединениями в автомобиле, мотоциклах, катерах, снегоходах, спортивном инвентаре, подходит для бытового использования. Обладает смазывающим и водоотталкивающим свойством, предохраняет от коррозии и устраняет неприятные скрипы."
A07833S,"Автошампунь для б/к мойки ""Active Foam"" (двухфазный) (1:7-10) 6 кг AVS URBAN PF-70",https://avs-auto.ru/storage/photo/resized/axy_210x210/f/l3lf8m4l3wpjvdy_e9674d8b.jpg,Автошампуни и воск для сушки,"Высококонцентрированное универсальное средство для бесконтактной мойки грузового и легкового транспорта, грузовых прицепов, полуприцепов, и автоцистерн."
A07976S,Антиобледенитель (триггер) 500 мл AVS AVK-194,https://avs-auto.ru/storage/photo/resized/axy_210x210/a/80idvwc8oc6imfo_ffc955d9.jpg,Сервисные средства и смазки,"Применяется для предотвращения наледи на фарах, стеклах и щётках стеклоочистителей. Может использоваться для размораживания автомобильных и бытовых замков всех типов."
A07836S,"Автошампунь для б/к мойки ""Active Foam"" (1:9-12) 6 кг AVS MAXIMUM PF-90",https://avs-auto.ru/storage/photo/resized/axy_210x210/f/cga07400eib0z3w_8f13eff7.jpg,Автошампуни и воск для сушки,"Высококонцентрированное универсальное средство для бесконтактной мойки грузового и легкового транспорта, грузовых прицепов и полуприцепов, автоцистерн и спецтехники. Очищает поверхности от солевых отложений, органических и неорганических жирных пятен, подтеков и маслянистых загрязнений."
A07991S,Автостеклоочиститель универсальный (концентрат) 5 л AVS AVK-672,https://avs-auto.ru/storage/photo/resized/axy_210x210/h/960w4d9gr1qfamv_5217bbef.jpg,"Для стекол, фар и кузова","Концентрированный универсальный очиститель для автомобильных и бытовых стёкол, зеркал, хрусталя, пластика, хрома, кафеля."
A07995S,"Жидкий ключ ""Средство для отвинчивания приржавевших деталей"" (аэрозоль) 210 мл AVS AVK-196",https://avs-auto.ru/storage/photo/resized/axy_210x210/h/t7972ekch5qcr7e_1297cd27.jpg,Сервисные средства и смазки,Образует на поверхности смазывающую пленку. Защищает от влаги и коррозии.
A07992S,Очиститель карбюратора и воздушной заслонки инжектора (аэрозоль) 210 мл AVS AVK-179,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/1mgcpo5jv8u86zl_317e74e9.jpg,Для подкапотного пространства,"Растворяет и удаляет все виды загрязнений. Улучшает запуск, нормализует расход топлива."
A07968S,"Жидкий ключ ""Средство для отвинчивания приржавевших деталей"" (аэрозоль) 520 мл AVS AVK-192",https://avs-auto.ru/storage/photo/resized/axy_210x210/i/4iaz4b7sk893pbv_fed62da1.jpg,Сервисные средства и смазки,"Предназначен для облегчения отвинчивания резьбовых соединений всех типов. Незаменим при ремонте любых транспортных средств, применяется для сантехнических и слесарных работ."
A07834S,"Автошампунь для б/к мойки ""Active Foam"" (двухфазный) (1:7-10) 23 кг AVS URBAN PF-70",https://avs-auto.ru/storage/photo/resized/axy_210x210/e/b93lgf3qyjqr940_649f62c4.jpg,Автошампуни и воск для сушки,"Высококонцентрированное универсальное средство для бесконтактной мойки грузового и легкового транспорта, грузовых прицепов, полуприцепов, и автоцистерн."
A07989S,Полироль для приборной панели матовая (концентрат) 5 л AVS AVK-627,https://avs-auto.ru/storage/photo/resized/axy_210x210/h/1bmba7o0k0bw2ws_5cd26136.jpg,Для салона,"Эффективное средство для очистки и полировки приборной панели, пластиковых и резиновых деталей автомобиля."
A07990S,Очиститель стекол и зеркал универсальный (концентрат) 1 л AVS AVK-671,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/bedr6wu2ms0e67n_233bed17.jpg,"Для стекол, фар и кузова","Концентрированный универсальный очиститель для автомобильных и бытовых стёкол, зеркал, хрусталя, пластика, хрома, кафеля."
A07987S,Полироль для приборной панели глянцевая (концентрат) 5 л AVS AVK-625,https://avs-auto.ru/storage/photo/resized/axy_210x210/e/d8uo4qxk9njj0k6_d3f92a97.jpg,Для салона,"Придает глянцевый блеск, прекрасно очищает и обновляет внешний вид приборной панели."
A07837S,"Автошампунь для б/к мойки ""Active Foam"" (1:9-12) 24 кг AVS MAXIMUM PF-90",https://avs-auto.ru/storage/photo/resized/axy_210x210/f/2j7rb5gqoga0kd6_7affa744.jpg,Автошампуни и воск для сушки,"Высококонцентрированное универсальное средство для бесконтактной мойки грузового и легкового транспорта, грузовых прицепов и полуприцепов, автоцистерн и спецтехники. Очищает поверхности от солевых отложений, органических и неорганических жирных пятен, подтеков и маслянистых загрязнений."
A07994S,Очиститель электроконтактов (аэрозоль) 210 мл AVS AVK-178,https://avs-auto.ru/storage/photo/resized/axy_210x210/d/3d50ks0o20x36p7_2f092bce.jpg,Для подкапотного пространства,"Предназначен для очистки контактов электрооборудования. Быстро и эффективно удаляет: масло, жир, продукты коррозии и влагу с контактов."
A07988S,Полироль для приборной панели матовая (концентрат) 1 л AVS AVK-626,https://avs-auto.ru/storage/photo/resized/axy_210x210/e/dzhh9hcyb3cwhl3_5c0ea1fb.jpg,Для салона,"Эффективное средство для очистки и полировки приборной панели, пластиковых и резиновых деталей автомобиля."
A40013S,"Автошампунь для б/к мойки ""Active Foam"" (1:4-7) 1 л AVS PINK PF-45",https://avs-auto.ru/storage/photo/resized/axy_210x210/i/92pc8r05b402b24_936ed770.jpg,Автошампуни и воск для сушки,Образует пену розового цвета с плотной структурой. Высокопенное концентрированное средство для бесконтактной мойки автомобильного транспорта.
A40014S,"Автошампунь для б/к мойки ""Active Foam"" (1:4-7) 5,5 кг AVS PINK PF-45",https://avs-auto.ru/storage/photo/resized/axy_210x210/i/v2xrxw98g2htjar_ffe41f0.jpg,Автошампуни и воск для сушки,Образует пену розового цвета с плотной структурой. Высокопенное концентрированное средство для бесконтактной мойки автомобильного транспорта.
A40008S,Очиститель универсальный для салона (концентрат) 1 л AVS AVK-676,https://avs-auto.ru/storage/photo/resized/axy_210x210/e/inzt0udhutlejeh_b77df3c7.jpg,Для салона,"Эффективно и быстро очищает салон автомобиля от различных загрязнений и пятен. Используется для чистки тканевой обивки, искусственной и натуральной кожи, велюра, пластика и винила."
A40026S,Полироль для приборной панели матовая (триггер) 500 мл AVS AVK-683,https://avs-auto.ru/storage/photo/resized/axy_210x210/c/areoar1epibmc5q_6ce78f3c.jpg,Для салона,"Эффективное средство для очистки и полировки приборной панели, пластиковых и резиновых деталей автомобиля."
A40016S,"Автошампунь для б/к мойки ""Active Foam"" (1:4-7) 1 л AVS DOZATRON PF-65",https://avs-auto.ru/storage/photo/resized/axy_210x210/d/1s8x4sz03psrn4f_8bb6740f.jpg,Автошампуни и воск для сушки,"Специальный состав автошампуня разработан для систем дозирования. Имеет умеренное пенообразование, легко смывается водой и не обладает выраженным запахом. Отлично работает на неподготовленной воде."
A07986S,Полироль для приборной панели глянцевая (концентрат) 1 л AVS AVK-624,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/v13cdi8gmxzpdmq_fee7cd45.jpg,Для салона,"Придает глянцевый блеск, прекрасно очищает и обновляет внешний вид приборной панели."
A40009S,Очиститель универсальный для салона (концентрат) 5 л AVS AVK-677,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/b0bhxrv7b8iiojh_88089e62.jpg,Для салона,"Эффективно и быстро очищает салон автомобиля от различных загрязнений и пятен. Используется для чистки тканевой обивки, искусственной и натуральной кожи, велюра, пластика и винила."
A40017S,"Автошампунь для б/к мойки ""Active Foam"" (1:4-7) 5,8 кг AVS DOZATRON PF-65",https://avs-auto.ru/storage/photo/resized/axy_210x210/i/4qj3jhawm7m5qvh_395bf230.jpg,Автошампуни и воск для сушки,"Специальный состав автошампуня разработан для систем дозирования. Имеет умеренное пенообразование, легко смывается водой и не обладает выраженным запахом. Отлично работает на неподготовленной воде."
A40018S,"Автошампунь для б/к мойки ""Active Foam"" (1:4-7) 23 кг AVS DOZATRON PF-65",https://avs-auto.ru/storage/photo/resized/axy_210x210/a/avgoth6nvm7jyvj_7a0adde2.jpg,Автошампуни и воск для сушки,"Специальный состав автошампуня разработан для систем дозирования. Имеет умеренное пенообразование, легко смывается водой и не обладает выраженным запахом. Отлично работает на неподготовленной воде."
A40030S,Смазка многофункциональная проникающая (аэрозоль) 210 мл AVS AVK-686,https://avs-auto.ru/storage/photo/resized/axy_210x210/h/rmeidb3bdu7ycy8_61a0039e.jpg,Сервисные средства и смазки,Образует устойчивую пленку. Проникает в микротрещины и узкие зазоры.
A40027S,Полироль для приборной панели матовая (BubbleGum/Бабл гам) (триггер) 500 мл AVS AVK-684,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/tmt1zm8v7kn9oov_e308264b.jpg,Для салона,"Эффективное средство для очистки и полировки приборной панели, пластиковых и резиновых деталей автомобиля."
A40032S,Очиститель дисков (концентрат) 1 л AVS AVK-687,https://avs-auto.ru/storage/photo/resized/axy_210x210/a/4e0lt8etktvyxoe_2fea8151.jpg,Для колес и шин,Быстро и эффективно очищает колесные диски от фрикционной тормозной пыли и большинства видов дорожных загрязнений.
A40033S,Очиститель дисков (концентрат) 5 л AVS AVK-688,https://avs-auto.ru/storage/photo/resized/axy_210x210/b/y8bkx1mmx2vs9gc_e57ead9.jpg,Для колес и шин,Быстро и эффективно очищает колесные диски от фрикционной тормозной пыли и большинства видов дорожных загрязнений.
A40023S,Полироль для приборной панели глянцевая (триггер) 500 мл AVS AVK-680,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/zggen7ek30mp6mh_e7768e62.jpg,Для салона,"Эффективное средство для очистки и полировки приборной панели, пластиковых и резиновых деталей автомобиля."
A40025S,Полироль для приборной панели глянцевая (Vanilla/Ваниль) (триггер) 500 мл AVS AVK-682,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/vrjw250sl1tcy03_c9e4bedc.jpg,Для салона,"Эффективное средство для очистки и полировки приборной панели, пластиковых и резиновых деталей автомобиля."
A40024S,Полироль для приборной панели глянцевая (BubbleGum/Бабл гам) (триггер) 500 мл AVS AVK-681,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/gpg54225xk6v7a6_612d5cf2.jpg,Для салона,"Эффективное средство для очистки и полировки приборной панели, пластиковых и резиновых деталей автомобиля."
A40037S,Очиститель стекол универсальный (триггер) 500 мл AVS AVK-689,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/6a6k2tmx0sqorie_6dd5836a.jpg,"Для стекол, фар и кузова",Удаляет дорожную грязь. Не оставляет разводов.
A40028S,Полироль для приборной панели матовая (Vanilla/Ваниль) (триггер) 500 мл AVS AVK-685,https://avs-auto.ru/storage/photo/resized/axy_210x210/c/yv3xrlzlt5pvdtc_2c5d3ca0.jpg,Для салона,"Эффективное средство для очистки и полировки приборной панели, пластиковых и резиновых деталей автомобиля."
A40149S,Супер растворитель ржавчины (аэрозоль) 520 мл AVS AVK-221,https://avs-auto.ru/storage/photo/resized/axy_210x210/c/q19sgg094rwgf6u_5efbf0ab.jpg,Средства от коррозии,"Универсальное средство с широким спектром применения. Благодаря высокой проникающей способности эффективно растворяет ржавчину, очищает от смолы, клея, жира."
A40141S,Универсальный обезжириватель (аэрозоль) 335 мл AVS AVK-222,https://avs-auto.ru/storage/photo/resized/axy_210x210/d/ok0htf0pk1sajre_ec416f61.jpg,Сервисные средства и смазки,"Применяется для очистки и обезжиривания поверхностей деталей автомобилей на всех этапах кузовного ремонта, в быту."
A40015S,"Автошампунь для б/к мойки ""Active Foam"" (1:4-7) 22 кг AVS PINK PF-45",https://avs-auto.ru/storage/photo/resized/axy_210x210/g/srq1aa6p8az896x_52371624.jpg,Автошампуни и воск для сушки,Образует пену розового цвета с плотной структурой. Высокопенное концентрированное средство для бесконтактной мойки автомобильного транспорта.
A40034S,Экспресс-полироль для кузова (триггер) 500 мл AVS AVK-630,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/km0sm5b4qrmd11s_1c34f2a3.jpg,"Для стекол, фар и кузова",Глянцевый блеск и насыщенный цвет. Защита поверхности от воды и грязи.
A40152S,"Полироль пластика, винила ""Горная свежесть"" (аэрозоль) 520 мл AVS AVK-641",https://avs-auto.ru/storage/photo/resized/axy_210x210/d/6afr835z0lbei3b_763c9a98.jpg,Для салона,Защита от пыли и УФ-излучения. Прекрасно очищает и обновляет внешний вид приборной панели.
A40036S,Экспресс-полироль для кузова (концентрат) 5 л AVS AVK-632,https://avs-auto.ru/storage/photo/resized/axy_210x210/h/td1k4b8zuh020j0_caf1fc6b.jpg,"Для стекол, фар и кузова",Глянцевый блеск и насыщенный цвет. Защита поверхности от воды и грязи.
A40157S,"Полироль пластика, винила ""Черный лед"" (аэрозоль) 520 мл AVS AVK-646",https://avs-auto.ru/storage/photo/resized/axy_210x210/f/z94hyb0kjg0j9x3_384d2185.jpg,Для салона,Защита от пыли и УФ-излучения. Прекрасно очищает и обновляет внешний вид приборной панели.
A40151S,"Полироль пластика, винила ""Ваниль"" (аэрозоль) 520 мл AVS AVK-640",https://avs-auto.ru/storage/photo/resized/axy_210x210/f/dumeovejwj5mhvc_a49d71d7.jpg,Для салона,Защита от пыли и УФ-излучения. Прекрасно очищает и обновляет внешний вид приборной панели.
A07993S,Смазка универсальная силиконовая (аэрозоль) 210 мл AVS AVK-195,https://avs-auto.ru/storage/photo/resized/axy_210x210/d/y7kfau1ures3en7_c2f1ad53.jpg,Сервисные средства и смазки,"Предназначена для ухода за механическими соединениями в автомобиле, мотоциклах, катерах, снегоходах, спортивном инвентаре, подходит для бытового использования. Обладает смазывающим и водоотталкивающим свойством, предохраняет от коррозии и устраняет неприятные скрипы."
A40155S,"Полироль пластика, винила ""Апельсин"" (аэрозоль) 520 мл AVS AVK-644",https://avs-auto.ru/storage/photo/resized/axy_210x210/f/o25to5rhxruy95e_92fa0322.jpg,Для салона,Защита от пыли и УФ-излучения. Прекрасно очищает и обновляет внешний вид приборной панели.
A40217S,"Мовиль ""Консервирующий состав"" с преобразователем ржавчины (аэрозоль) 1000 мл AVS AVK-225",https://avs-auto.ru/storage/photo/resized/axy_210x210/d/1hm26v0wfy74a71_af78e8d4.jpg,Средства от коррозии,"Предназначен для антикоррозийной защиты скрытых полостей кузовов автомобилей со значительным сроком эксплуатации: дверей, порогов, лонжеронов и т.д. Образует покрытие с выраженными гидрофобными свойствами, глубоко проникает в очаги ржавчины и останавливает коррозию. При попадании на поверхность вытесняет влагу и образует воскообразную пленку толщиной 30-40 мкм."
A40339S,Очиститель универсальный для салона (концентрат) 20 кг AVS AVK-800,https://avs-auto.ru/storage/photo/resized/axy_210x210/c/8am3pbahdmxy4j6_849cfa1c.jpg,Для салона,Очиститель универсальный для салона. Очищает любые поверхности. Концентрат.
A40154S,"Полироль пластика, винила ""Бабл гам"" (аэрозоль) 520 мл AVS AVK-643",https://avs-auto.ru/storage/photo/resized/axy_210x210/f/o5oq1os90y9grh0_2e3fa0bf.jpg,Для салона,Защита от пыли и УФ-излучения. Прекрасно очищает и обновляет внешний вид приборной панели.
A40342S,Очиститель следов насекомых (концентрат) 20 л AVS AVK-803,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/s4qvpjxgdrvqf9z_55491b21.jpg,"Для стекол, фар и кузова",Очиститель следов насекомых. Очищает любые поверхности. Безопасен для ЛКП. Концентрат.
A40216S,"Мовиль ""Консервирующий состав"" с цинком (аэрозоль) 1000 мл AVS AVK-226",https://avs-auto.ru/storage/photo/resized/axy_210x210/c/7jg8oc9qhuh3rd0_28ac987e.jpg,Средства от коррозии,"Обеспечивает скрытым полостям двойную антикоррозийную защиту благодаря содержащемуся в составе цинку. Защищает от возникновения очагов электрохимической коррозии. Создает гелеобразное эластичное покрытие, стабильное в широком интервале рабочих температур – не стекает с вертикальных поверхностей при нагревании и не растрескивается при перепадах температур. Не оказывает отрицательного влияния на лакокрасочные покрытия, резину и пластик."
A40269S,Холодный воск (концентрат) 20 кг AVS AVK-715,https://avs-auto.ru/storage/photo/resized/axy_210x210/c/jxgwsp3zy1uf83n_390c10b2.jpg,Автошампуни и воск для сушки,Холодный воск для быстрой сушки.
A40290S,Очиститель следов насекомых (концентрат) 5 л AVS AVK-699,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/0johpog3adg3r49_f69f647a.jpg,"Для стекол, фар и кузова",Концентрат. Очищает любые поверхности. Безопасен для ЛКП.
A40340S,Очиститель двигателя (концентрат) 20 кг AVS AVK-801,https://avs-auto.ru/storage/photo/resized/axy_210x210/h/6gcqhy4040lnlcu_1e0902e5.jpg,Для подкапотного пространства,Удаляет любые загрязнения. Безопасен для резины и пластика.
A40359S,"Автошампунь для б/к мойки ""Active Foam"" (1:9-12) 6 кг AVS GEL PLUS PF-100",https://avs-auto.ru/storage/photo/resized/axy_210x210/g/1hv11jpj2dkb3yp_8bbc5bc7.jpg,Автошампуни и воск для сушки,Автошампунь повышенной концентрации для бесконтактной мойки.
A40289S,Очиститель следов насекомых (концентрат) 1 л AVS AVK-698,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/48fht7smkmzoq9p_953ff79c.jpg,"Для стекол, фар и кузова",Концентрат. Очищает любые поверхности. Безопасен для ЛКП.
A40360S,"Автошампунь для б/к мойки ""Active Foam"" (1:9-12) 24 кг AVS GEL PLUS PF-100",https://avs-auto.ru/storage/photo/resized/axy_210x210/g/zq84fbl5a5lex0x_ddf46121.jpg,Автошампуни и воск для сушки,Автошампунь повышенной концентрации для бесконтактной мойки.
A40258S,Смазка многофункциональная проникающая AV-40 (аэрозоль) 210 мл AVS AVK-341,https://avs-auto.ru/storage/photo/resized/axy_210x210/b/ece7wy9agzqrnob_470e59d7.jpg,Сервисные средства и смазки,"Обладает уникальным, проникающим, смазывающим и защитным свойствами. Имеет обширную область применения."
A78870S,Супер клей (высокопрочный) 3 г AVS AVK-171,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/4ee3sqfng3hja6k_16590777.png,Клеи и герметики,"Подходит для склеивания: кожи, дерева, резины, бумаги, картона, металла, пластмассы."
A40373S,"Автошампунь для б/к мойки ""Self Foam"" (1:8-12) 24 кг AVS STRONG PF-150",https://avs-auto.ru/storage/photo/resized/axy_210x210/f/0vztg93vx4gjma1_ccd54fb7.jpg,Автошампуни и воск для сушки,"Специальное средство для моек самообслуживания. Удаляет засохшую дорожную грязь, следы насекомых, маслянистые подтеки и солевые отложения."
A40372S,Зимняя жидкость стеклоомывателя -10С (ПЭТ) 4 л AVS AVK-407,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/f5mka92919abbur_85d63903.jpg,"Для стекол, фар и кузова","Быстро и эффективно удаляет снег, лед, грязь, дорожные реагенты, органические и нефтяные загрязнения со стекол и фар автомобиля."
A40361S,"Автошампунь для б/к мойки ""Self Foam"" (1:4-7) 23 кг AVS POWER PF-140",https://avs-auto.ru/storage/photo/resized/axy_210x210/f/00nozqi1ri0mc5a_3ff5aad4.jpg,Автошампуни и воск для сушки,"Специальное средство для моек самообслуживания. Удаляет засохшую дорожную грязь, следы насекомых, маслянистые подтеки и солевые отложения."
A78869S,Супер клей (быстродействующий) 3 г AVS AVK-170,https://avs-auto.ru/storage/photo/resized/axy_210x210/d/e1dpfb0a4qio9nt_abf65a74.png,Клеи и герметики,"Подходит для склеивания: кожи, дерева, резины, бумаги, картона, металла, пластмассы."
A07131S,Эмаль универсальная алкид. (голубой) (аэрозоль) 520 мл AVS AVK-509,https://avs-auto.ru/storage/photo/resized/axy_210x210/a/8tu09hv90ur5p0s_e6b4237f.jpg,Лакокрасочные материалы,Предназначена для окраски металлических и деревянных поверхностей. Применяется для наружных и внутренних работ. Легко наносится на труднодоступные места.
A07136S,Эмаль металлик универсальная (хром) (аэрозоль) 520 мл AVS AVK-514,https://avs-auto.ru/storage/photo/resized/axy_210x210/b/g7k5y94d1oxjoub_e7729296.jpg,Лакокрасочные материалы,"Высококачественная быстросохнущая эмаль предназначена для декоративной окраски металлических, деревянных, пластиковых, гипсовых и керамических поверхностей. Имеет яркий и насыщенный металлический блеск."
A07138S,Эмаль металлик универсальная (бронза) (аэрозоль) 520 мл AVS AVK-516,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/wndd0u8r0fsit90_437c54ba.jpg,Лакокрасочные материалы,"Высококачественная быстросохнущая эмаль предназначена для декоративной окраски металлических, деревянных, пластиковых, гипсовых и керамических поверхностей. Имеет яркий и насыщенный металлический блеск."
A40406S,Автошампунь с воском 20 кг AVS AVK-716,https://avs-auto.ru/storage/photo/resized/axy_210x210/e/y6m6jck0jhp1209_2478d03f.jpg,Автошампуни и воск для сушки,"Очищает любые поверхности: лакокрасочного покрытия, стекол, пластиковых, резиновых и хромированных деталей автомобиля, а также колесных дисков."
A07135S,Эмаль металлик универсальная (серебро) (аэрозоль) 520 мл AVS AVK-513,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/01nho4or2o3tduj_a8d3add2.jpg,Лакокрасочные материалы,"Высококачественная быстросохнущая эмаль предназначена для декоративной окраски металлических, деревянных, пластиковых, гипсовых и керамических поверхностей. Имеет яркий и насыщенный металлический блеск."
A07129S,Эмаль универсальная алкид. (желтый) (аэрозоль) 520 мл AVS AVK-507,https://avs-auto.ru/storage/photo/resized/axy_210x210/c/cs8i8bbjg1krhq7_d4d27625.jpg,Лакокрасочные материалы,Предназначена для окраски металлических и деревянных поверхностей. Применяется для наружных и внутренних работ. Легко наносится на труднодоступные места.
A07077S,Преобразователь ржавчины с цинком (триггер) 500 мл AVS AVK-181,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/nvycpc6gemzt84u_402ab8fc.jpg,Средства от коррозии,Предназначен для преобразования ржавчины на поверхности черных металлов в целях подготовки их к окрашиванию.
A07400S,Чернитель шин BLACK SILICONE (триггер) 500 мл AVS AVK-600,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/h18a4y59lpcl45r_25770894.jpg,Для колес и шин,Применяется для восстановления внешнего вида автомобильных шин. Возвращает насыщенный черный цвет. Предохраняет от растрескивания резины и образования новых трещин.
A40358S,"Автошампунь для б/к мойки ""Active Foam"" (1:9-12) 1 л AVS GEL PLUS PF-100",https://avs-auto.ru/storage/photo/resized/axy_210x210/a/vt00empbh6ts9ve_4db19d7b.jpg,Автошампуни и воск для сушки,Автошампунь повышенной концентрации для бесконтактной мойки.
A78054S,Преобразователь ржавчины (триггер) 500 мл AVS AVK-101,https://avs-auto.ru/storage/photo/resized/axy_210x210/b/kqnph09kf940h3l_11d93f38.jpg,Средства от коррозии,Предназначен для преобразования ржавчины на поверхности черных металлов в целях подготовки их к окрашиванию.
